timestamp,user,role,ip,status,reason,hour,weekday,risk_score,risk_level,ml_anomaly_score,ml_is_anomaly
2025-11-18 16:50:11,admin,admin,192.168.1.10,SUCCESS,ok,16,1,20,low,-0.11615906654951702,0
2025-11-21 22:46:11,charlie,user,10.0.0.6,SUCCESS,ok,22,4,25,low,-0.19244854323655258,0
2025-11-19 08:42:11,charlie,user,192.168.1.10,SUCCESS,ok,8,2,0,low,-0.190829194159085,0
2025-11-18 20:36:11,admin,admin,192.168.1.12,FAIL,unknown_user,20,1,20,low,-0.0803417527400716,0
2025-11-19 09:04:11,admin,admin,10.0.0.5,SUCCESS,ok,9,2,20,low,-0.11803535557386646,0
2025-11-24 00:57:11,charlie,user,1.1.1.1,FAIL,bad_password,0,0,35,low,-0.03416670865691385,0
2025-11-17 11:31:11,admin,admin,192.168.1.11,SUCCESS,ok,11,0,20,low,-0.13700950612399254,0
2025-11-23 22:25:11,alice,user,1.1.1.1,SUCCESS,ok,22,6,25,low,-0.0940736364955218,0
2025-11-24 04:54:11,bob,user,10.0.0.6,SUCCESS,ok,4,0,0,low,-0.19062178946263747,0
2025-11-17 03:36:11,charlie,user,192.168.1.11,SUCCESS,ok,3,0,0,low,-0.17726528538563163,0
2025-11-23 02:53:11,alice,user,192.168.1.12,SUCCESS,ok,2,6,0,low,-0.18047231705103794,0
2025-11-24 12:47:11,alice,user,192.168.1.11,SUCCESS,ok,12,0,0,low,-0.19656099588041198,0
2025-11-18 14:05:11,alice,user,192.168.1.11,SUCCESS,ok,14,1,0,low,-0.20174898740751157,0
2025-11-19 20:22:11,alice,user,203.0.113.10,SUCCESS,ok,20,2,0,low,-0.08424273576126862,0
2025-11-24 10:27:11,alice,user,192.168.1.11,SUCCESS,ok,10,0,0,low,-0.1699839366717691,0
2025-11-22 10:48:11,admin,admin,192.168.1.11,SUCCESS,ok,10,5,20,low,-0.13877852532491242,0
2025-11-20 08:42:11,bob,user,192.168.1.12,SUCCESS,ok,8,3,0,low,-0.190829194159085,0
2025-11-21 14:05:11,charlie,user,10.0.0.6,SUCCESS,ok,14,4,0,low,-0.20174898740751157,0
2025-11-23 08:02:11,charlie,user,10.0.0.6,SUCCESS,ok,8,6,0,low,-0.190829194159085,0
2025-11-20 07:02:11,alice,user,192.168.1.10,SUCCESS,ok,7,3,0,low,-0.1968515695316872,0
2025-11-24 15:02:11,charlie,user,192.168.1.12,SUCCESS,ok,15,0,0,low,-0.18470423452041673,0
2025-11-19 17:36:11,alice,user,203.0.113.10,SUCCESS,ok,17,2,0,low,-0.09561122365633623,0
2025-11-22 06:14:11,admin,admin,10.0.0.5,SUCCESS,ok,6,5,20,low,-0.1250102776033043,0
2025-11-20 23:35:11,charlie,user,192.168.1.12,SUCCESS,ok,23,3,25,low,-0.210737719048044,0
2025-11-23 06:20:11,alice,user,10.0.0.5,SUCCESS,ok,6,6,0,low,-0.19886593041608974,0
2025-11-23 05:25:11,charlie,user,192.168.1.12,SUCCESS,ok,5,6,0,low,-0.19728484892242687,0
2025-11-24 04:20:11,admin,admin,10.0.0.6,SUCCESS,ok,4,0,20,low,-0.13940584488127883,0
2025-11-19 12:15:11,charlie,user,192.168.1.12,FAIL,bad_password,12,2,0,low,-0.05746626402147692,0
2025-11-18 05:05:11,charlie,user,203.0.113.10,SUCCESS,ok,5,1,0,low,-0.09993236852034149,0
2025-11-19 16:24:11,bob,user,192.168.1.10,SUCCESS,ok,16,2,0,low,-0.18145127272917383,0
2025-11-22 04:18:11,charlie,user,192.168.1.11,SUCCESS,ok,4,5,0,low,-0.19062178946263747,0
2025-11-22 19:28:11,admin,admin,192.168.1.10,FAIL,bad_password,19,5,20,low,-0.07744190320417732,0
2025-11-20 17:27:11,charlie,user,10.0.0.6,SUCCESS,ok,17,3,0,low,-0.17359379399333147,0
2025-11-23 09:37:11,alice,user,51.89.23.14,SUCCESS,ok,9,6,0,low,-0.07907882377460507,0
2025-11-24 07:28:11,admin,admin,192.168.1.11,SUCCESS,ok,7,0,20,low,-0.13441809268261362,0
2025-11-17 14:00:11,bob,user,192.168.1.11,SUCCESS,ok,14,0,0,low,-0.20174898740751157,0
2025-11-16 21:53:11,admin,admin,192.168.1.10,SUCCESS,ok,21,6,20,low,-0.1778049106009621,0
2025-11-20 07:42:11,admin,admin,10.0.0.5,SUCCESS,ok,7,3,20,low,-0.13441809268261362,0
2025-11-20 01:53:11,charlie,user,192.168.1.10,SUCCESS,ok,1,3,0,low,-0.13038266067470616,0
2025-11-23 20:43:11,alice,user,192.168.1.11,SUCCESS,ok,20,6,0,low,-0.1903998336914906,0
2025-11-16 23:22:11,charlie,user,10.0.0.5,SUCCESS,ok,23,6,25,low,-0.210737719048044,0
2025-11-20 08:35:11,alice,user,192.168.1.12,SUCCESS,ok,8,3,0,low,-0.190829194159085,0
2025-11-20 20:51:11,alice,user,1.1.1.1,SUCCESS,ok,20,3,0,low,-0.08424273576126862,0
2025-11-22 04:45:11,alice,user,1.1.1.1,SUCCESS,ok,4,5,0,low,-0.0867174802793309,0
2025-11-24 21:32:11,charlie,user,10.0.0.5,SUCCESS,ok,21,0,25,low,-0.15594001907044708,0
2025-11-24 09:14:11,alice,user,10.0.0.6,SUCCESS,ok,9,0,0,low,-0.18227415590770224,0
2025-11-17 13:49:11,admin,admin,192.168.1.11,SUCCESS,ok,13,0,20,low,-0.15399858864627358,0
2025-11-20 20:51:11,admin,admin,192.168.1.10,FAIL,unknown_user,20,3,20,low,-0.0803417527400716,0
2025-11-18 17:15:11,admin,admin,192.168.1.12,SUCCESS,ok,17,1,20,low,-0.11366135371892117,0
2025-11-18 03:52:11,admin,admin,10.0.0.6,SUCCESS,ok,3,1,20,low,-0.14449165139524578,0
2025-11-22 22:29:11,admin,admin,51.89.23.14,FAIL,bad_password,22,5,55,medium,0.02854880813504046,1
2025-11-23 15:59:11,bob,user,203.0.113.10,SUCCESS,ok,15,6,0,low,-0.09652279198296798,0
2025-11-20 15:02:11,charlie,user,10.0.0.6,SUCCESS,ok,15,3,0,low,-0.18470423452041673,0
2025-11-17 16:03:11,charlie,user,10.0.0.6,SUCCESS,ok,16,0,0,low,-0.18145127272917383,0
2025-11-23 00:03:11,admin,admin,51.89.23.14,SUCCESS,ok,0,6,45,medium,-0.047911443085905225,0
2025-11-22 23:40:11,alice,user,8.8.8.8,SUCCESS,ok,23,5,25,low,-0.11177132980792537,0
2025-11-22 02:05:11,bob,user,10.0.0.5,FAIL,bad_password,2,5,20,low,-0.061050402129812276,0
2025-11-16 23:59:11,bob,user,10.0.0.6,SUCCESS,ok,23,6,25,low,-0.210737719048044,0
2025-11-19 19:12:11,admin,admin,10.0.0.5,FAIL,bad_password,19,2,20,low,-0.07744190320417732,0
2025-11-20 08:03:11,alice,user,192.168.1.11,SUCCESS,ok,8,3,0,low,-0.190829194159085,0
2025-11-18 03:18:11,bob,user,198.51.100.3,SUCCESS,ok,3,1,0,low,-0.07576818917480965,0
2025-11-23 21:07:11,admin,admin,1.1.1.1,FAIL,unknown_user,21,6,30,low,-0.037950253163637204,0
2025-11-21 18:39:11,bob,user,192.168.1.10,SUCCESS,ok,18,4,0,low,-0.16033407215443196,0
2025-11-18 09:36:11,bob,user,192.168.1.11,FAIL,bad_password,9,1,20,low,-0.054061580691479705,0
2025-11-17 23:34:11,bob,user,192.168.1.11,SUCCESS,ok,23,0,25,low,-0.210737719048044,0
2025-11-20 17:21:11,bob,user,192.168.1.11,SUCCESS,ok,17,3,0,low,-0.17359379399333147,0
2025-11-19 16:33:11,alice,user,192.168.1.11,SUCCESS,ok,16,2,0,low,-0.18145127272917383,0
2025-11-19 08:02:11,admin,admin,192.168.1.11,SUCCESS,ok,8,2,20,low,-0.1275921941519218,0
2025-11-23 01:11:11,alice,user,10.0.0.5,SUCCESS,ok,1,6,25,low,-0.18110962984545836,0
2025-11-22 09:13:11,bob,user,10.0.0.6,SUCCESS,ok,9,5,0,low,-0.18227415590770224,0
2025-11-18 16:59:11,admin,admin,192.168.1.12,SUCCESS,ok,16,1,20,low,-0.11615906654951702,0
2025-11-21 18:54:11,charlie,user,10.0.0.6,SUCCESS,ok,18,4,0,low,-0.16033407215443196,0
2025-11-19 00:00:11,charlie,user,192.168.1.10,SUCCESS,ok,0,2,25,low,-0.20857248445186816,0
2025-11-18 18:12:11,admin,admin,192.168.1.11,SUCCESS,ok,18,1,20,low,-0.0967921906547139,0
2025-11-19 21:57:11,alice,user,192.168.1.12,SUCCESS,ok,21,2,0,low,-0.15990570750197874,0
2025-11-22 14:11:11,alice,user,10.0.0.5,SUCCESS,ok,14,5,0,low,-0.20174898740751157,0
2025-11-21 22:22:11,admin,admin,192.168.1.12,SUCCESS,ok,22,4,45,medium,-0.10452001337216565,0
2025-11-21 11:47:11,bob,user,192.168.1.12,SUCCESS,ok,11,4,0,low,-0.19407593469510948,0
2025-11-18 00:16:11,charlie,user,198.51.100.3,SUCCESS,ok,0,1,25,low,-0.11974452488864396,0
2025-11-23 13:09:11,bob,user,192.168.1.12,SUCCESS,ok,13,6,0,low,-0.19419957982571562,0
2025-11-19 04:57:11,alice,user,10.0.0.5,SUCCESS,ok,4,2,0,low,-0.19062178946263747,0
2025-11-20 17:22:11,alice,user,10.0.0.6,SUCCESS,ok,17,3,0,low,-0.17359379399333147,0
2025-11-18 05:32:11,alice,user,192.168.1.12,SUCCESS,ok,5,1,0,low,-0.19728484892242687,0
2025-11-21 14:58:11,charlie,user,10.0.0.6,SUCCESS,ok,14,4,0,low,-0.20174898740751157,0
2025-11-22 23:31:11,bob,user,192.168.1.10,SUCCESS,ok,23,5,25,low,-0.210737719048044,0
2025-11-20 08:12:11,charlie,user,192.168.1.11,SUCCESS,ok,8,3,0,low,-0.190829194159085,0
2025-11-22 00:10:11,bob,user,192.168.1.11,SUCCESS,ok,0,5,25,low,-0.20857248445186816,0
2025-11-23 05:43:11,alice,user,192.168.1.10,SUCCESS,ok,5,6,0,low,-0.19728484892242687,0
2025-11-19 03:32:11,charlie,user,192.168.1.10,SUCCESS,ok,3,2,0,low,-0.17726528538563163,0
2025-11-22 04:27:11,admin,admin,192.168.1.11,SUCCESS,ok,4,5,20,low,-0.13940584488127883,0
2025-11-23 11:45:11,bob,user,192.168.1.10,SUCCESS,ok,11,6,0,low,-0.19407593469510948,0
2025-11-17 08:00:11,admin,admin,10.0.0.6,SUCCESS,ok,8,0,20,low,-0.1275921941519218,0
2025-11-23 20:44:11,bob,user,10.0.0.6,SUCCESS,ok,20,6,0,low,-0.1903998336914906,0
2025-11-24 17:24:11,alice,user,10.0.0.5,FAIL,bad_password,17,0,0,low,-0.053516190253254714,0
2025-11-22 05:07:11,bob,user,1.1.1.1,SUCCESS,ok,5,5,0,low,-0.09993236852034149,0
2025-11-21 02:59:11,bob,user,10.0.0.6,SUCCESS,ok,2,4,0,low,-0.18047231705103794,0
2025-11-20 06:28:11,admin,admin,51.89.23.14,SUCCESS,ok,6,3,20,low,-0.06363262447868734,0
2025-11-20 06:03:11,bob,user,10.0.0.6,SUCCESS,ok,6,3,0,low,-0.19886593041608974,0
2025-11-19 03:02:11,charlie,user,192.168.1.12,SUCCESS,ok,3,2,0,low,-0.17726528538563163,0
2025-11-18 20:03:11,charlie,user,10.0.0.5,SUCCESS,ok,20,1,0,low,-0.1903998336914906,0
2025-11-17 09:58:11,alice,user,192.168.1.10,SUCCESS,ok,9,0,0,low,-0.18227415590770224,0
2025-11-20 08:32:11,bob,user,192.168.1.12,SUCCESS,ok,8,3,0,low,-0.190829194159085,0
2025-11-24 17:52:11,charlie,user,192.168.1.10,SUCCESS,ok,17,0,0,low,-0.17359379399333147,0
2025-11-24 11:38:11,bob,user,192.168.1.11,SUCCESS,ok,11,0,0,low,-0.19407593469510948,0
2025-11-21 08:11:11,alice,user,10.0.0.6,FAIL,bad_password,8,4,0,low,-0.04762231847290965,0
2025-11-24 06:28:11,bob,user,192.168.1.11,SUCCESS,ok,6,0,0,low,-0.19886593041608974,0
2025-11-24 01:52:11,admin,admin,192.168.1.11,FAIL,bad_password,1,0,45,medium,-0.02827287209866891,0
2025-11-22 12:08:11,alice,user,192.168.1.12,FAIL,unknown_user,12,5,0,low,-0.05746626402147692,0
2025-11-23 10:49:11,admin,admin,10.0.0.5,SUCCESS,ok,10,6,20,low,-0.13877852532491242,0
2025-11-21 14:38:11,alice,user,192.168.1.10,FAIL,bad_password,14,4,0,low,-0.05877148948008504,0
2025-11-23 02:08:11,charlie,user,192.168.1.11,SUCCESS,ok,2,6,0,low,-0.18047231705103794,0
2025-11-23 18:07:11,bob,user,192.168.1.10,SUCCESS,ok,18,6,0,low,-0.16033407215443196,0
2025-11-21 18:54:11,admin,admin,203.0.113.10,SUCCESS,ok,18,4,20,low,-0.04597895507529426,0
2025-11-21 01:27:11,charlie,user,203.0.113.10,SUCCESS,ok,1,4,0,low,-0.06937348210764127,0
2025-11-18 19:46:11,alice,user,192.168.1.10,SUCCESS,ok,19,1,0,low,-0.17298091179169078,0
2025-11-22 05:54:11,alice,user,203.0.113.10,SUCCESS,ok,5,5,0,low,-0.09993236852034149,0
2025-11-17 18:33:11,admin,admin,192.168.1.11,FAIL,bad_password,18,0,20,low,-0.0540047161551831,0
2025-11-22 20:48:11,charlie,user,203.0.113.10,SUCCESS,ok,20,5,0,low,-0.08424273576126862,0
2025-11-17 12:45:11,admin,admin,10.0.0.5,FAIL,bad_password,12,0,20,low,-0.04723849614392184,0
2025-11-23 17:58:11,charlie,user,192.168.1.11,FAIL,bad_password,17,6,0,low,-0.053516190253254714,0
2025-11-19 15:39:11,bob,user,192.168.1.12,SUCCESS,ok,15,2,0,low,-0.18470423452041673,0
2025-11-20 11:10:11,bob,user,192.168.1.12,SUCCESS,ok,11,3,0,low,-0.19407593469510948,0
2025-11-19 22:17:11,admin,admin,192.168.1.12,SUCCESS,ok,22,2,45,medium,-0.10452001337216565,0
2025-11-21 05:51:11,alice,user,192.168.1.11,SUCCESS,ok,5,4,0,low,-0.19728484892242687,0
2025-11-22 12:24:11,admin,admin,10.0.0.6,SUCCESS,ok,12,5,20,low,-0.1409960276123522,0
2025-11-18 20:32:11,charlie,user,192.168.1.12,SUCCESS,ok,20,1,0,low,-0.1903998336914906,0
2025-11-21 13:13:11,admin,admin,10.0.0.6,SUCCESS,ok,13,4,20,low,-0.15399858864627358,0
2025-11-24 00:40:11,bob,user,192.168.1.12,SUCCESS,ok,0,0,25,low,-0.20857248445186816,0
2025-11-21 02:33:11,admin,admin,192.168.1.11,SUCCESS,ok,2,4,20,low,-0.16465188214662851,0
2025-11-18 02:16:11,bob,user,10.0.0.5,SUCCESS,ok,2,1,0,low,-0.18047231705103794,0
2025-11-17 12:06:11,bob,user,198.51.100.3,SUCCESS,ok,12,0,0,low,-0.09823843042310598,0
2025-11-22 05:59:11,bob,user,192.168.1.10,SUCCESS,ok,5,5,0,low,-0.19728484892242687,0
2025-11-21 20:01:11,charlie,user,198.51.100.3,SUCCESS,ok,20,4,0,low,-0.08424273576126862,0
2025-11-20 06:50:11,alice,user,192.168.1.11,FAIL,bad_password,6,3,0,low,-0.055176373175472526,0
2025-11-17 08:34:11,admin,admin,10.0.0.6,SUCCESS,ok,8,0,20,low,-0.1275921941519218,0
2025-11-23 01:26:11,admin,admin,192.168.1.11,SUCCESS,ok,1,6,45,medium,-0.10166881446659493,0
2025-11-23 04:14:11,charlie,user,10.0.0.6,SUCCESS,ok,4,6,0,low,-0.19062178946263747,0
2025-11-23 00:51:11,charlie,user,1.1.1.1,SUCCESS,ok,0,6,25,low,-0.11974452488864396,0
2025-11-22 03:30:11,charlie,user,10.0.0.6,SUCCESS,ok,3,5,0,low,-0.17726528538563163,0
2025-11-20 22:42:11,admin,admin,10.0.0.6,SUCCESS,ok,22,3,45,medium,-0.10452001337216565,0
2025-11-23 00:40:11,bob,user,192.168.1.11,SUCCESS,ok,0,6,25,low,-0.20857248445186816,0
2025-11-17 14:32:11,alice,user,10.0.0.5,SUCCESS,ok,14,0,0,low,-0.20174898740751157,0
2025-11-18 06:46:11,bob,user,10.0.0.5,SUCCESS,ok,6,1,0,low,-0.19886593041608974,0
2025-11-22 05:07:11,alice,user,192.168.1.12,SUCCESS,ok,5,5,0,low,-0.19728484892242687,0
2025-11-18 20:28:11,admin,admin,10.0.0.6,SUCCESS,ok,20,1,20,low,-0.150974535343963,0
2025-11-16 22:09:11,alice,user,192.168.1.11,SUCCESS,ok,22,6,25,low,-0.19244854323655258,0
2025-11-22 21:03:11,admin,admin,192.168.1.12,SUCCESS,ok,21,5,20,low,-0.1778049106009621,0
2025-11-21 06:09:11,charlie,user,8.8.8.8,SUCCESS,ok,6,4,0,low,-0.09258359815944128,0
2025-11-20 10:55:11,bob,user,192.168.1.10,SUCCESS,ok,10,3,0,low,-0.1699839366717691,0
